RWrist:X,RWrist:Y,RWrist:Z,RElbow:X,RElbow:Y,RElbow:Z,LWrist:X,LWrist:Y,LWrist:Z,LElbow:X,LElbow:Y,LElbow:Z,RShoulder:X,RShoulder:Y,RShoulder:Z,LShoulder:X,LShoulder:Y,LShoulder:Z,RHip:X,RHip:Y,RHip:Z,LHip:X,LHip:Y,LHip:Z,RKnee:X,RKnee:Y,RKnee:Z,LKnee:X,LKnee:Y,LKnee:Z,RAnkle:X,RAnkle:Y,RAnkle:Z,LAnkle:X,LAnkle:Y,LAnkle:Z
-0.5977919,0.001477272,0.8580141,-0.6367482,0.04921841,1.099285,-0.1879473,0.4115056,0.9620625,-0.2583182,0.4463897,1.198367,-0.5480893,0.06646449,1.381505,-0.3211542,0.3019216,1.449337,-0.486889,0.1246752,0.9991412,-0.3134587,0.301241,0.9811227,-0.4954065,0.1820625,0.5305257,-0.2868631,0.3314079,0.5106444,-0.5524967,0.2959976,0.07956208,-0.3785718,0.4228334,0.06026759
-0.5984318,0.0008352162,0.8578373,-0.6366026,0.0483253,1.099283,-0.1884262,0.4110172,0.9619169,-0.2586327,0.4459225,1.198267,-0.547945,0.06570088,1.381495,-0.321184,0.3012741,1.449205,-0.4868015,0.1241569,0.9990658,-0.3134743,0.3008313,0.9811202,-0.4953696,0.1818421,0.5304878,-0.2868927,0.3312207,0.5106553,-0.552406,0.2960349,0.07958252,-0.3786203,0.4227045,0.06029427
-0.5989811,-2.379367e-05,0.8577522,-0.6365299,0.04746452,1.099296,-0.1887188,0.4105319,0.9618288,-0.2589407,0.4453357,1.198189,-0.5477204,0.06504244,1.381448,-0.3211773,0.3006164,1.449165,-0.4865879,0.1235502,0.9989428,-0.3134698,0.300442,0.9811212,-0.4953561,0.1817129,0.5304276,-0.2869076,0.3309902,0.5106655,-0.5523527,0.2960633,0.07955715,-0.3786707,0.4225742,0.06033203
-0.5992516,-0.0006807895,0.8577778,-0.6367953,0.04679966,1.099324,-0.1885758,0.4099766,0.9616877,-0.2597482,0.4435932,1.197935,-0.545583,0.06233809,1.380828,-0.3204736,0.2998431,1.449836,-0.4865509,0.1232135,0.9989135,-0.3134569,0.3001348,0.9811504,-0.4953031,0.1815008,0.5304134,-0.286888,0.3308285,0.5107046,-0.5523915,0.2960069,0.07959422,-0.378675,0.4224946,0.06039274
-0.5995024,-0.001836336,0.8578451,-0.6367958,0.04554956,1.099448,-0.1887753,0.4093645,0.961684,-0.2598341,0.4429813,1.197966,-0.545141,0.06088534,1.38082,-0.3202815,0.2989023,1.449746,-0.4864912,0.122567,0.9988651,-0.3135065,0.2996092,0.9812428,-0.4952888,0.1812173,0.5304112,-0.2867902,0.3305058,0.5108187,-0.5522919,0.2960235,0.0796575,-0.3786857,0.4223755,0.06057039
-0.5997074,-0.003066767,0.8579028,-0.6366479,0.04447751,1.099529,-0.1887498,0.4089632,0.9617518,-0.2598173,0.4424004,1.198057,-0.546384,0.06187093,1.381231,-0.320222,0.2982917,1.44983,-0.486458,0.1220864,0.9988326,-0.3135798,0.2992418,0.9813034,-0.4952893,0.1809794,0.5304098,-0.2866412,0.3302487,0.5108991,-0.5522211,0.2960206,0.07970694,-0.3786481,0.4223464,0.06072018
-0.5996253,-0.004176189,0.8580682,-0.6365787,0.04345579,1.099676,-0.188614,0.4085542,0.9618793,-0.2596961,0.4418041,1.198206,-0.5461327,0.06117846,1.381298,-0.3200704,0.2975124,1.449882,-0.4863782,0.1216904,0.9987717,-0.3136176,0.2989719,0.9813583,-0.4953002,0.1808253,0.530381,-0.2864871,0.3300677,0.510971,-0.5522131,0.296,0.07970998,-0.3785908,0.4224204,0.06086401
-0.5994087,-0.005259908,0.8582353,-0.6364514,0.04243608,1.099816,-0.1883092,0.408105,0.9620543,-0.2594944,0.4413116,1.198356,-0.5457245,0.06025322,1.381343,-0.3197399,0.2967938,1.449933,-0.4863543,0.1213511,0.9987341,-0.3136674,0.2987111,0.9813879,-0.4952972,0.1806568,0.5303655,-0.2862124,0.3297628,0.5110164,-0.5521273,0.2960072,0.07972884,-0.3785852,0.4223513,0.06101315
-0.5991434,-0.006107285,0.8583789,-0.6364877,0.04170034,1.099891,-0.1880134,0.4078109,0.9621907,-0.2593262,0.4409082,1.19847,-0.5444326,0.05831445,1.38106,-0.3194551,0.2961207,1.449919,-0.4863143,0.1211345,0.9987057,-0.3136334,0.2985057,0.9814143,-0.4952881,0.1806034,0.5303584,-0.2860311,0.3295818,0.511053,-0.5520808,0.2960149,0.07973271,-0.3785406,0.4223396,0.06111269
-0.5985081,-0.007607705,0.8585915,-0.636236,0.04051257,1.099982,-0.1874434,0.407433,0.962391,-0.2589269,0.440412,1.198635,-0.5439411,0.05737212,1.381057,-0.3190358,0.2952936,1.449898,-0.4862242,0.1207445,0.9986516,-0.3136096,0.2981857,0.9814184,-0.4953394,0.1806126,0.5303578,-0.2855301,0.3291478,0.5110779,-0.5518956,0.2961026,0.0797225,-0.378525,0.4222753,0.061314
-0.5978727,-0.008736455,0.8587216,-0.6359388,0.03941405,1.100053,-0.1867583,0.4071046,0.9626347,-0.2586048,0.4399461,1.198788,-0.5435253,0.05644168,1.381079,-0.3187566,0.2945617,1.449887,-0.4860622,0.1205403,0.998557,-0.3135515,0.2980939,0.981441,-0.4953522,0.1806398,0.5302963,-0.2848092,0.3286642,0.5111149,-0.5517816,0.2961921,0.07966112,-0.3785622,0.4221112,0.06157468
-0.5970544,-0.009988657,0.8587992,-0.6353886,0.03830659,1.100059,-0.1860881,0.4068409,0.9628435,-0.2582954,0.4395442,1.198905,-0.5444424,0.05694832,1.381461,-0.3186948,0.2938664,1.449775,-0.4857809,0.1204232,0.998487,-0.3134508,0.2981591,0.981443,-0.4953381,0.1808054,0.5302681,-0.2837736,0.3281865,0.51114,-0.5516674,0.2963023,0.0796061,-0.3785512,0.4220113,0.06189346
-0.5961168,-0.01103654,0.8588567,-0.6349595,0.03739932,1.100007,-0.1853417,0.4066542,0.9631217,-0.2579404,0.4392142,1.199083,-0.5440611,0.05633477,1.381405,-0.3184475,0.2932323,1.44975,-0.4854742,0.1204575,0.9984923,-0.3133995,0.2984367,0.9814076,-0.4951644,0.1810152,0.5302988,-0.2821297,0.3273777,0.5111398,-0.551636,0.2963119,0.07960338,-0.3785059,0.4218652,0.06237245
-0.595066,-0.01199023,0.8588923,-0.634459,0.03642365,1.099958,-0.1846481,0.4065617,0.9634572,-0.2576405,0.4389434,1.199322,-0.5436214,0.05554951,1.381363,-0.3182821,0.2926916,1.449799,-0.4848287,0.1207008,0.9984808,-0.3132331,0.2991354,0.9813272,-0.4949882,0.1813816,0.5303132,-0.2796456,0.3264305,0.5111207,-0.5514659,0.2963744,0.07954086,-0.3783908,0.4217803,0.06305135
-0.5938936,-0.01301032,0.8587484,-0.6338065,0.0352705,1.099755,-0.1838981,0.406573,0.9639376,-0.2574215,0.4387805,1.199661,-0.5429851,0.05458285,1.381153,-0.3181307,0.2921802,1.449918,-0.4839688,0.1208144,0.9984478,-0.313199,0.3000378,0.9812762,-0.494262,0.1807999,0.5301935,-0.2762135,0.325249,0.5112084,-0.5513148,0.2963207,0.07962868,-0.3781288,0.4217023,0.06408602
-0.5928255,-0.01423443,0.858492,-0.6332617,0.03380715,1.09946,-0.1831808,0.406618,0.9646731,-0.2572992,0.4388387,1.200209,-0.5400838,0.0515332,1.38019,-0.3177501,0.2915704,1.450135,-0.482845,0.121491,0.9983779,-0.3130948,0.3016773,0.9811741,-0.4936523,0.1809304,0.5300655,-0.271825,0.323826,0.5113087,-0.551118,0.2964361,0.07954929,-0.3778357,0.4215117,0.06540783
-0.5914627,-0.01503774,0.8581955,-0.6323688,0.03264637,1.099155,-0.1823631,0.4068873,0.96545,-0.257262,0.4389432,1.200761,-0.5386968,0.05026398,1.379727,-0.317421,0.291195,1.450475,-0.4814131,0.1220914,0.9984426,-0.3127807,0.3033069,0.9810573,-0.4927825,0.1812693,0.5301105,-0.2665673,0.3222755,0.5115131,-0.5511128,0.2964334,0.07961792,-0.3773728,0.4214769,0.0671151
-0.5899273,-0.01562579,0.8576191,-0.6309721,0.0314745,1.09867,-0.181578,0.4071974,0.9664623,-0.2572553,0.4395051,1.201489,-0.5369773,0.04867143,1.37916,-0.3170468,0.2908605,1.45076,-0.4796859,0.1230312,0.9984701,-0.3122839,0.305361,0.9808459,-0.4918952,0.1817684,0.5301036,-0.2604491,0.3208839,0.5117622,-0.550817,0.2965063,0.07957929,-0.3767663,0.4217323,0.06914698
-0.5883453,-0.01633684,0.8567988,-0.6293789,0.03001294,1.097997,-0.1806369,0.4077267,0.9676881,-0.2571797,0.440392,1.202385,-0.5346791,0.04710038,1.378257,-0.3165301,0.2907632,1.451172,-0.477587,0.1241491,0.9985214,-0.3114807,0.3076371,0.9806587,-0.4909355,0.182668,0.5301586,-0.253382,0.3194556,0.5122014,-0.5507094,0.2965589,0.07953164,-0.3758326,0.4222904,0.07170261
-0.5864713,-0.01676798,0.8558183,-0.6272148,0.02882701,1.097209,-0.179561,0.4084702,0.9690602,-0.2570406,0.4417433,1.203364,-0.5319499,0.04565579,1.377293,-0.3158182,0.2908301,1.45151,-0.4754093,0.1254083,0.9984697,-0.3105185,0.3099799,0.9805102,-0.4897361,0.1832072,0.5300465,-0.2452926,0.3184865,0.5129201,-0.5507105,0.2965436,0.07944056,-0.3745489,0.4232285,0.0748217
-0.584686,-0.01753456,0.8546032,-0.6244766,0.02733214,1.096289,-0.178277,0.4094693,0.9705587,-0.2567016,0.4435296,1.204435,-0.5309345,0.04663323,1.376794,-0.3149917,0.2912492,1.451859,-0.4728148,0.1266048,0.9984592,-0.309575,0.3126275,0.9803888,-0.4883659,0.1838977,0.5300128,-0.2362905,0.3176692,0.5139435,-0.5506502,0.2965771,0.07942127,-0.3726397,0.4245212,0.0785128
-0.5824217,-0.01786363,0.8533742,-0.6213287,0.02604607,1.09538,-0.1768581,0.4107869,0.9721417,-0.2562277,0.4456997,1.205573,-0.5278148,0.04579427,1.375863,-0.3139408,0.2918822,1.45218,-0.4702255,0.1279147,0.9984416,-0.3082102,0.3149815,0.9801323,-0.4869042,0.1846006,0.5299602,-0.226322,0.3179012,0.5151021,-0.5505252,0.2966817,0.07940619,-0.3698575,0.4263548,0.08238547
-0.5798876,-0.01803927,0.8522036,-0.6177084,0.02504,1.09453,-0.1751075,0.4124013,0.9736934,-0.2552437,0.4484273,1.206693,-0.5242961,0.04542724,1.375002,-0.3123888,0.2929061,1.452363,-0.4673274,0.1292305,0.9983626,-0.3063723,0.3172037,0.9799854,-0.4853188,0.1852494,0.5298495,-0.2164893,0.3185655,0.5164269,-0.5503015,0.2968021,0.0793587,-0.3661328,0.4287055,0.08621255
-0.5771049,-0.01852812,0.8512295,-0.6136888,0.02403242,1.093838,-0.1728253,0.4144258,0.9752011,-0.2540015,0.4513934,1.207693,-0.5203582,0.04540893,1.374263,-0.3104299,0.2942093,1.452468,-0.4643665,0.1305762,0.9983,-0.3041793,0.319184,0.9797161,-0.4836958,0.1860191,0.5297716,-0.2069849,0.3198113,0.5176337,-0.5500062,0.2969901,0.07933058,-0.3608603,0.4314265,0.08929652
-0.5739263,-0.01860998,0.850477,-0.6092184,0.02345135,1.093363,-0.1701595,0.4168676,0.976507,-0.2522557,0.4545428,1.208562,-0.516197,0.04590042,1.373807,-0.3077792,0.2958531,1.452571,-0.4608745,0.131921,0.9982003,-0.3014613,0.3211792,0.9795736,-0.481869,0.1867144,0.5296673,-0.1980807,0.3217117,0.5188357,-0.5498556,0.2971041,0.07933335,-0.3536348,0.4338896,0.09125251
-0.5705589,-0.01890165,0.8500534,-0.6046988,0.02285182,1.093158,-0.166882,0.4199247,0.9773353,-0.249838,0.4577713,1.209056,-0.5098143,0.04490919,1.373008,-0.3048187,0.2977579,1.452323,-0.4572133,0.1336612,0.9982285,-0.2982625,0.323303,0.9795514,-0.479886,0.1874291,0.5296549,-0.1902015,0.3243901,0.5198897,-0.5497174,0.2972062,0.07945349,-0.3441346,0.4356626,0.09148411
-0.5668558,-0.01904521,0.8499225,-0.599766,0.02315733,1.093119,-0.1631772,0.4234148,0.9778858,-0.2466821,0.4611062,1.209435,-0.5043954,0.04602323,1.372739,-0.3008476,0.2998679,1.452075,-0.4531556,0.1352739,0.9981631,-0.2949082,0.3255084,0.9795409,-0.4777395,0.1881921,0.5295891,-0.1830674,0.3278927,0.5207891,-0.5493871,0.2972631,0.07950144,-0.3324472,0.4370989,0.09024519
-0.5626993,-0.01890559,0.8500826,-0.5945939,0.02371255,1.093342,-0.1589287,0.4273541,0.9779484,-0.2428711,0.4643404,1.209453,-0.4984104,0.04717817,1.372633,-0.2960597,0.3020721,1.451622,-0.4487085,0.1371381,0.9979424,-0.2910973,0.3279242,0.9795696,-0.4752658,0.1889012,0.5293471,-0.1762861,0.3322199,0.521566,-0.5490148,0.2974088,0.07946271,-0.3187195,0.4382707,0.08789065
-0.5581529,-0.01851403,0.8505741,-0.5890964,0.02469481,1.093852,-0.1541179,0.4317221,0.977417,-0.2382302,0.467647,1.209027,-0.4918031,0.04877631,1.372706,-0.2905555,0.3047187,1.450941,-0.4441837,0.1391305,0.9977379,-0.2870341,0.3302938,0.9793321,-0.4725045,0.1896127,0.5291061,-0.1695616,0.337021,0.5220333,-0.5486344,0.2976185,0.07949767,-0.3030178,0.4401317,0.08480795
-0.5533143,-0.01813733,0.8510839,-0.5832446,0.025997,1.094322,-0.1484479,0.4365716,0.9764267,-0.2326768,0.4710174,1.208219,-0.4870234,0.05275533,1.373305,-0.2844224,0.3074108,1.449799,-0.4389717,0.1409453,0.9974226,-0.2827221,0.332827,0.9788294,-0.46957,0.1903748,0.5288216,-0.1626954,0.3420615,0.5222381,-0.5481976,0.2978264,0.07951044,-0.2858599,0.4425239,0.08139109
-0.5479729,-0.01749211,0.851955,-0.5771373,0.02759628,1.095111,-0.1418991,0.441751,0.9748583,-0.2262918,0.4743406,1.206859,-0.4800913,0.05576269,1.373669,-0.2776036,0.3108534,1.448613,-0.4333473,0.1426743,0.9971019,-0.2780265,0.335252,0.9779321,-0.466374,0.1911109,0.5285622,-0.1554246,0.3472303,0.5220894,-0.5479085,0.2979452,0.07962206,-0.2674637,0.4460102,0.0779068
-0.5420851,-0.01649662,0.8527527,-0.5706898,0.02966216,1.095775,-0.1346771,0.4473595,0.9727548,-0.2189219,0.4780021,1.205075,-0.4728147,0.05930255,1.373889,-0.2701654,0.3144306,1.446786,-0.4273553,0.1445159,0.9965439,-0.2728045,0.3376584,0.9768401,-0.4627718,0.1911254,0.5279934,-0.1479624,0.3523557,0.5216855,-0.5474718,0.2983841,0.07974105,-0.2482629,0.4503565,0.07453451
-0.5359929,-0.01547141,0.8537521,-0.5640584,0.03171432,1.09664,-0.1264931,0.4531601,0.9702981,-0.210706,0.481879,1.202875,-0.4625373,0.06135557,1.373444,-0.2616617,0.3186363,1.444869,-0.4209949,0.1465291,0.9960653,-0.2670389,0.3400472,0.9754127,-0.4592181,0.1918712,0.527611,-0.1402148,0.3573745,0.520899,-0.5473226,0.2981263,0.07977603,-0.2289388,0.4554283,0.07131937
-0.5292693,-0.01405701,0.854717,-0.5567467,0.03433952,1.097433,-0.11753,0.4591987,0.9675109,-0.2015739,0.4863888,1.200333,-0.4533502,0.0650989,1.37342,-0.2523139,0.3233059,1.44248,-0.4142035,0.1484925,0.995672,-0.2606923,0.3422478,0.97396,-0.4554602,0.1928272,0.5273787,-0.1322272,0.3622835,0.5200188,-0.5471728,0.2981541,0.08004913,-0.2097267,0.4612842,0.06857552
-0.5220506,-0.01236043,0.8558819,-0.5486458,0.03732309,1.098436,-0.1076313,0.4652318,0.9646298,-0.1917314,0.4912673,1.197563,-0.4430813,0.0693128,1.373461,-0.2422143,0.3284449,1.439939,-0.4070057,0.1506441,0.9950282,-0.2539261,0.3445902,0.9720118,-0.4514087,0.1934568,0.526881,-0.1236786,0.3670247,0.5186912,-0.5472463,0.2981059,0.08025768,-0.1914347,0.4670537,0.06590904
-0.5146238,-0.01082249,0.8571773,-0.5396929,0.04034652,1.099585,-0.09661809,0.4713631,0.9616135,-0.1810992,0.4963689,1.194522,-0.4349574,0.07660181,1.374398,-0.2315279,0.3339843,1.437203,-0.3993243,0.1531314,0.9943138,-0.2465575,0.3471628,0.9699762,-0.4470712,0.194041,0.5263256,-0.1148094,0.371628,0.5171946,-0.5470958,0.2981241,0.08048871,-0.1743251,0.4725687,0.06345762
-0.5065562,-0.008281503,0.8585107,-0.5303755,0.04435402,1.100731,-0.0842805,0.4774029,0.9584542,-0.1700954,0.5009249,1.191029,-0.4242525,0.082468,1.374758,-0.220112,0.3399011,1.4347,-0.3912426,0.1562353,0.9934341,-0.2384772,0.350109,0.9678618,-0.4419192,0.1943313,0.5255166,-0.105537,0.3760685,0.515512,-0.5468053,0.2982171,0.08075213,-0.1588155,0.477495,0.06110871
-0.498199,-0.005478814,0.8603555,-0.5203339,0.04857239,1.102424,-0.07152806,0.4835143,0.955273,-0.1573807,0.507517,1.187785,-0.4105417,0.08744182,1.374895,-0.2083154,0.3464823,1.431258,-0.3822214,0.1593654,0.9923348,-0.2296004,0.3531809,0.9654912,-0.4360823,0.1944224,0.5245354,-0.09568857,0.3802358,0.5134923,-0.5464613,0.2982814,0.08109601,-0.1450462,0.48148,0.05860574
-0.4892545,-0.002403802,0.8619985,-0.509931,0.05331812,1.103817,-0.05789786,0.4895194,0.952271,-0.1443352,0.5137646,1.184541,-0.3977763,0.09362949,1.375114,-0.1951272,0.3531159,1.428299,-0.3725432,0.1628563,0.9913333,-0.2201446,0.356672,0.9632567,-0.4294606,0.1942402,0.523635,-0.08548623,0.3841481,0.5115051,-0.5456513,0.29843,0.0817606,-0.1333029,0.484141,0.05617733
-0.4797872,0.001149093,0.8638939,-0.4986826,0.05851946,1.105472,-0.04340384,0.4952781,0.9490077,-0.1302975,0.5205856,1.180994,-0.3837297,0.1003384,1.375366,-0.1810376,0.3605322,1.425154,-0.3619216,0.1668885,0.9901277,-0.2097201,0.3607278,0.9611582,-0.4219395,0.1938011,0.5225382,-0.07477757,0.3875516,0.5094523,-0.5449349,0.2983359,0.08259133,-0.1238347,0.485444,0.05380021
-0.4696369,0.005297457,0.8657418,-0.4868021,0.06411688,1.107101,-0.0280185,0.5006976,0.9456053,-0.1157221,0.52724,1.177148,-0.3686152,0.1066853,1.375476,-0.166409,0.3680569,1.421888,-0.350351,0.1715699,0.9886222,-0.1984488,0.3655544,0.9590597,-0.4134969,0.1933787,0.5211789,-0.06373266,0.3903617,0.507171,-0.5438536,0.2984655,0.08348884,-0.1174218,0.4853131,0.05141878
-0.459309,0.009569494,0.867583,-0.4742478,0.0698896,1.108719,-0.0118593,0.5058495,0.9421182,-0.1003352,0.534145,1.173159,-0.3545749,0.1148592,1.376043,-0.1515357,0.3761515,1.418562,-0.3377959,0.1768911,0.9868671,-0.1861539,0.3710311,0.9569908,-0.4036732,0.192646,0.5195575,-0.05246441,0.3923477,0.5046193,-0.5421619,0.2987282,0.08461364,-0.1159129,0.4848701,0.04962236
-0.4480922,0.01449917,0.8694499,-0.4611427,0.07606144,1.110382,0.005019836,0.510554,0.9384912,-0.0842496,0.5409268,1.168962,-0.3382317,0.1219689,1.376072,-0.1353823,0.3842482,1.415221,-0.3245635,0.1828488,0.9847001,-0.1730362,0.3771455,0.9552639,-0.3923874,0.1913264,0.5174803,-0.04088895,0.393965,0.5022501,-0.53978,0.2991659,0.08590775,-0.1179768,0.4858301,0.04923069
-0.4363804,0.01964238,0.8714806,-0.4471999,0.08218871,1.11227,0.02226478,0.5147306,0.9345475,-0.06750777,0.5477916,1.164453,-0.3223215,0.1298761,1.376726,-0.1193557,0.3923589,1.41135,-0.311176,0.1895505,0.9822407,-0.1591858,0.3837498,0.9546033,-0.3790657,0.1887526,0.5149542,-0.02890492,0.3953415,0.5008855,-0.5365552,0.2994927,0.08770435,-0.1174013,0.4851504,0.04954186
-0.4238998,0.02524151,0.8738046,-0.4329866,0.08859277,1.114455,0.03980837,0.5183535,0.9310398,-0.05079063,0.5539184,1.160246,-0.3046718,0.1376043,1.377017,-0.1022174,0.4008976,1.408733,-0.2983558,0.1969056,0.9794981,-0.144968,0.3904546,0.9552258,-0.3642414,0.1843095,0.512094,-0.01667405,0.3970753,0.5008426,-0.531994,0.3000857,0.09011804,-0.1134873,0.4856604,0.05096677
-0.4107347,0.03151478,0.8765284,-0.4183303,0.09506862,1.117177,0.05746501,0.521324,0.9276229,-0.03356878,0.559773,1.156191,-0.2866194,0.1440377,1.37806,-0.08505441,0.4087698,1.405896,-0.285851,0.2047304,0.9768844,-0.1299228,0.3966779,0.9563717,-0.348379,0.1788785,0.509564,-0.004884878,0.4001663,0.5010469,-0.525848,0.3008562,0.09334907,-0.1113118,0.4875287,0.05310776
-0.3972675,0.0377438,0.8795959,-0.4033771,0.101109,1.120336,0.07520855,0.5236175,0.9242073,-0.01607991,0.5651991,1.152124,-0.2699296,0.1507244,1.380213,-0.06837204,0.4160603,1.402781,-0.2736264,0.2133492,0.9750866,-0.1145414,0.402957,0.9572254,-0.3313971,0.1721821,0.5082525,0.0057736,0.4037052,0.5006172,-0.5173553,0.3022736,0.09824697,-0.1104857,0.4888733,0.05470406
-0.383066,0.04387117,0.8827161,-0.3887038,0.1073611,1.123435,0.0928442,0.5251957,0.9215024,0.0005242727,0.5695056,1.148488,-0.2521273,0.1570438,1.381668,-0.05134964,0.4234076,1.401015,-0.2622416,0.2227874,0.974821,-0.09966215,0.4094809,0.957743,-0.3124506,0.1641627,0.5089793,0.01471017,0.407213,0.4996152,-0.5052501,0.304336,0.1055086,-0.1099266,0.4902001,0.05555757
-0.368315,0.05008592,0.8862631,-0.3739251,0.1130955,1.127109,0.1097205,0.5258124,0.9188997,0.01754338,0.5732469,1.145311,-0.2350181,0.1619688,1.384251,-0.03575348,0.4299029,1.399117,-0.2512832,0.2327478,0.9755917,-0.08517658,0.4163124,0.9585383,-0.2916483,0.1555701,0.5115006,0.02127383,0.4102876,0.498539,-0.4883697,0.3069754,0.1140262,-0.1095876,0.4909866,0.05585257
-0.3532634,0.05606985,0.8898647,-0.3596783,0.1184547,1.130853,0.1258854,0.5256639,0.9174885,0.03374312,0.5756953,1.143354,-0.2186221,0.167144,1.386858,-0.01914266,0.4351712,1.398818,-0.2404751,0.2414783,0.9771087,-0.07167062,0.42257,0.9601073,-0.2702767,0.1462067,0.5155879,0.02551518,0.4131176,0.4981193,-0.4655508,0.3096391,0.122184,-0.1096617,0.4915235,0.05631835
-0.3377529,0.0617642,0.8936386,-0.3458086,0.123443,1.134759,0.1408705,0.5248407,0.9171098,0.05015266,0.579279,1.142532,-0.2023972,0.1719115,1.389494,-0.002521654,0.4399027,1.398668,-0.2294792,0.2482616,0.9790149,-0.05924659,0.4279987,0.9618791,-0.2493955,0.1371695,0.5205084,0.02838858,0.4154253,0.4980588,-0.4392144,0.3116893,0.1292025,-0.1098534,0.4922803,0.05693427
-0.3221639,0.06687672,0.8972618,-0.3323857,0.1277334,1.138509,0.155841,0.5229166,0.9170166,0.06538291,0.5809197,1.141653,-0.1869309,0.1759693,1.392127,0.01367278,0.443825,1.399213,-0.2182171,0.2530842,0.9814296,-0.04791665,0.432676,0.9634644,-0.2297339,0.1301443,0.5256671,0.03097663,0.4181583,0.498134,-0.4132748,0.3138719,0.135583,-0.1098395,0.4930693,0.05748958
-0.3063791,0.07143633,0.9005389,-0.3189073,0.1314444,1.14189,0.1702538,0.5202476,0.9173408,0.08031732,0.5821089,1.141156,-0.1750214,0.1822632,1.395898,0.02988756,0.4466133,1.399813,-0.2073144,0.2570171,0.9843719,-0.03741133,0.4367971,0.9646161,-0.2102724,0.1252041,0.5309594,0.03412324,0.4209026,0.4981426,-0.385703,0.3145815,0.1398469,-0.1098286,0.4933662,0.05810262
-0.290646,0.07539599,0.9037191,-0.3060039,0.1345083,1.145128,0.1840649,0.5167306,0.9179289,0.09495068,0.5826203,1.140922,-0.1605473,0.1852239,1.398261,0.04537487,0.4490886,1.400763,-0.1967342,0.2591008,0.9873479,-0.02800758,0.4397494,0.9655401,-0.1894987,0.1217032,0.5356447,0.03655889,0.4235476,0.4980618,-0.3558584,0.3143178,0.1421566,-0.1098689,0.4936486,0.05845615
-0.2749353,0.07851669,0.906836,-0.2930401,0.1369067,1.14823,0.1972478,0.5125734,0.9186689,0.1093243,0.5825127,1.1409,-0.1468986,0.1878582,1.400921,0.06034622,0.4508862,1.401824,-0.1862408,0.2601071,0.9901656,-0.01940901,0.4423052,0.9667304,-0.167724,0.1203435,0.539511,0.03812379,0.4268695,0.4983085,-0.3232786,0.3131728,0.1417318,-0.1098888,0.4936818,0.05872153
-0.2584477,0.08208685,0.9096902,-0.2794128,0.1396384,1.151055,0.2099131,0.5078173,0.9193057,0.1234289,0.5816621,1.140837,-0.1349737,0.1913894,1.40456,0.07498003,0.4522297,1.402955,-0.1758552,0.2604195,0.9927913,-0.01100941,0.4442168,0.9678386,-0.1454958,0.1202863,0.5428944,0.0390284,0.4298061,0.4985244,-0.2888795,0.3108736,0.1395008,-0.1101139,0.4936968,0.0588849
-0.2435769,0.08332346,0.9126834,-0.2678245,0.1407033,1.153781,0.2222721,0.5027727,0.9199632,0.1373082,0.5806828,1.140689,-0.1131329,0.1837772,1.402821,0.09320829,0.4507,1.403301,-0.1654466,0.2600859,0.9949518,-0.002635624,0.4455104,0.9687121,-0.1228447,0.120615,0.5458425,0.0399139,0.4327228,0.4986129,-0.2538061,0.3068518,0.1362406,-0.1103981,0.4934997,0.05893024
-0.2300527,0.08311629,0.9145824,-0.2561285,0.1407208,1.155436,0.2342501,0.4974881,0.9202189,0.1508917,0.5788476,1.140311,-0.1017071,0.1846783,1.404489,0.107542,0.4503228,1.403765,-0.1569606,0.2606344,0.9936309,0.005536383,0.4466678,0.9698711,-0.1030059,0.1220111,0.5454805,0.04089625,0.43527,0.4991408,-0.2170217,0.3034906,0.128738,-0.1105417,0.4931892,0.05945878
-0.2164315,0.08250538,0.916141,-0.2443495,0.1403733,1.156724,0.2458551,0.4919041,0.9202292,0.1641613,0.5763057,1.139799,-0.08987006,0.1847356,1.40567,0.1214884,0.4487754,1.403847,-0.1468889,0.2602336,0.9951359,0.01438768,0.4471886,0.9703181,-0.08221944,0.1245614,0.5475008,0.04224427,0.4373054,0.49905,-0.1801527,0.2967579,0.1228054,-0.1106852,0.492837,0.05957623
-0.2031474,0.08093967,0.9170857,-0.2325688,0.1393157,1.157367,0.2572616,0.486115,0.9199514,0.177054,0.5731165,1.139054,-0.08049505,0.1865693,1.40726,0.1353544,0.446335,1.403617,-0.1368919,0.2598081,0.996433,0.02367433,0.4472301,0.9705549,-0.06234312,0.1280304,0.5491709,0.04388839,0.4388092,0.4988688,-0.1425345,0.2885995,0.1162787,-0.1109054,0.4926327,0.0598355
-0.1898734,0.07904124,0.917622,-0.2211439,0.1375596,1.157635,0.2683777,0.4802268,0.9193066,0.1900142,0.5694992,1.138163,-0.06829408,0.1843595,1.407139,0.148644,0.4435761,1.403187,-0.1267321,0.2587981,0.9967979,0.03327416,0.4466482,0.970558,-0.04257536,0.1327662,0.5495844,0.0461736,0.4399408,0.4985878,-0.1034626,0.2802998,0.1089765,-0.1110085,0.4922764,0.0602237
-0.1770106,0.07632643,0.9175889,-0.2099355,0.1348845,1.157371,0.2792321,0.4741549,0.9183595,0.2029625,0.5654907,1.137104,-0.05624288,0.1814957,1.406392,0.1620775,0.4399433,1.402382,-0.1159936,0.2569159,0.9967265,0.04310444,0.4454603,0.9699495,-0.02316198,0.1374525,0.5494267,0.04823691,0.4401643,0.497813,-0.06463822,0.2708663,0.1021134,-0.111056,0.4925984,0.06022324
